Normal,Affected
0.978861789,0.887804878
1.024390244,0.762601626
0.944715447,0.819512195
1.035772358,0.648780488
0.944715447,0.808130081
1.047154472,0.853658537
1.024390244,0.739837398
0.966861598,0.814035088
1.029239766,0.81871345
1.013645224,0.795321637
0.990253411,0.73294347
0.903225806,0.725806452
1.016129032,0.733870968
1.088709677,0.693548387
1.048387097,0.677419355
0.943548387,0.64516129
0.951515152,0.484848485
1.048484848,0.745454545
